CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
11227,22,2,2,19,41.849663262,-87.7248558
11228,8,1,25,35,41.755207418,-87.57132476
11229,10,1,6,35,41.705457442,-87.53876689
11230,26,2,5,27,41.891478464,-87.68919397
11231,26,2,1,27,41.904185307,-87.69183632
11232,5,2,31,22,41.775259247,-87.58895964
11233,19,3,6,0,41.69516573,-87.68140995
11234,41,3,75,0,41.97964468,-87.84380965
11235,19,3,1,0,41.688055964,-87.68089116
11236,19,3,18,0,41.693952728,-87.68107554
11237,19,3,1,0,41.695351291,-87.68112252
11238,19,3,12,0,41.697242476,-87.68118193
11239,19,3,10,0,41.699018029,-87.68123917
11240,19,3,8,0,41.700817327,-87.6812981
11241,19,3,6,0,41.700812502,-87.68159097
11242,19,3,13,0,41.699012536,-87.68153201
11243,19,3,16,0,41.697238209,-87.6814748
11244,41,3,2,0,41.972884222,-87.80491371
11245,48,3,1,0,41.989250382,-87.65550675
11246,46,3,14,0,41.965787579,-87.64693594
11247,48,3,5,0,41.985591461,-87.65817832
11248,18,3,8,0,41.749073783,-87.73944663
11249,14,3,18,0,41.813360717,-87.70678289
11250,14,3,6,0,41.793733828,-87.69760925
11251,18,3,13,0,41.749088829,-87.73842285
11252,9,3,13,0,41.714644453,-87.6138277
11253,19,3,14,0,41.693946373,-87.68136833
11254,19,3,12,0,41.691727388,-87.68130013
11255,19,3,8,0,41.689755228,-87.6812366
11256,19,3,12,0,41.688110876,-87.68118593
11257,19,3,19,0,41.686013637,-87.68112229
11258,19,3,58,0,41.697149408,-87.68396136
11259,8,3,31,1,41.733313102,-87.59042819
11260,19,3,44,1,41.695540007,-87.68129538
11261,23,3,14,1,41.789270361,-87.80000411
11262,23,3,18,1,41.791849451,-87.79884317
11263,14,3,2,1,41.793313448,-87.7110473
11264,13,3,26,1,41.785270104,-87.79239742
11265,13,3,21,1,41.787841933,-87.79248815
11266,13,3,13,1,41.792214754,-87.78277753
11267,16,3,1,1,41.785880344,-87.68396281
11268,16,3,1,1,41.788150521,-87.68402469
11269,13,3,48,1,41.790612672,-87.7721371
11270,23,3,1,1,41.776415744,-87.79826331
11271,41,3,15,1,41.973100081,-87.79867584
11272,41,3,6,1,41.970200793,-87.80497931
11273,7,3,11,1,41.729734652,-87.57082803
11274,8,3,6,1,41.733155148,-87.59063173
11275,18,3,5,1,41.743585909,-87.73525562
11276,18,3,51,1,41.751459149,-87.70747518
11277,7,3,5,1,41.711470052,-87.5707226
11278,10,3,5,1,41.709657594,-87.5320605
11279,23,3,1,1,41.786634601,-87.80018403
11280,16,3,1,1,41.786216533,-87.69852849
11281,8,3,7,1,41.718453946,-87.59944784
11282,14,3,22,1,41.814087877,-87.70651236
11283,16,3,93,1,41.770183124,-87.67625198
11284,8,3,56,1,41.735168876,-87.58803207
11285,41,3,15,2,41.974647998,-87.80712789
11286,18,3,13,2,41.753282025,-87.70874685
11287,32,3,1,2,41.933476757,-87.67101287
11288,45,3,34,2,41.981182785,-87.77457635
11289,14,3,4,2,41.791289849,-87.70608983
11290,45,3,14,2,41.97576096,-87.77832527
11291,23,3,4,2,41.791464418,-87.80009647
11292,38,3,1,2,41.947302489,-87.80323837
11293,12,3,2,2,41.829110795,-87.69616118
11294,48,3,1,2,41.976475926,-87.6569617
11295,3,3,32,2,41.865327,-87.62395833
11296,16,3,51,2,41.780828137,-87.69480601
11297,48,3,4,2,41.990051936,-87.66769598
11298,48,3,32,2,41.990952885,-87.66638443
11299,48,3,21,2,41.991917562,-87.661468
11300,10,3,1,2,41.715184064,-87.53513038
11301,32,3,19,2,41.932482474,-87.67089013
11302,32,3,1,2,41.933234687,-87.67070967
11303,3,3,8,2,41.836204773,-87.62637719
11304,39,3,1,2,41.983176457,-87.70893943
11305,16,3,3,2,41.78614294,-87.70303142
11306,16,3,8,2,41.784468234,-87.69387741
11307,3,3,36,3,41.821055096,-87.63262517
11308,45,3,19,3,41.974135492,-87.78158978
11309,38,3,1,3,41.948900498,-87.80236292
11310,45,3,2,3,41.983013234,-87.78049828
11311,12,3,43,3,41.828174678,-87.70469407
11312,39,3,3,3,41.960933007,-87.73891626
11313,14,3,10,3,41.812318139,-87.72360418
11314,41,3,7,3,41.97331423,-87.86242953
11315,43,3,19,3,41.918235173,-87.63752093
11316,16,3,34,3,41.794668065,-87.68037773
11317,13,3,1,3,41.777350591,-87.77132717
11318,13,3,2,3,41.775187025,-87.77124539
11319,13,3,1,3,41.775158404,-87.74719731
11320,13,3,76,3,41.774927746,-87.73980155
11321,13,3,1,3,41.774438984,-87.76143852
11322,39,3,8,3,41.974926997,-87.71828657
11323,14,3,3,3,41.796449205,-87.69739108
11324,32,3,12,3,41.922431481,-87.67346618
11325,10,3,6,4,41.711869321,-87.53442142
11326,3,3,2,4,41.866499911,-87.62753969
11327,16,3,1,4,41.78311773,-87.68360053
11328,15,3,2,4,41.801855791,-87.67894077
11329,39,3,1,4,41.960916884,-87.73857529
11330,32,3,4,4,41.922027897,-87.68271663
11331,23,3,1,4,41.775860573,-87.78786955
11332,23,3,6,4,41.774587659,-87.78861787
11333,3,3,20,4,41.815203975,-87.61295415
11334,41,3,1,4,41.968368134,-87.8061722
11335,10,3,35,4,41.704469144,-87.53422629
11336,32,3,4,5,41.921422143,-87.67790011
11337,39,3,8,5,41.978642441,-87.70890011
11338,32,3,8,5,41.921617374,-87.67120816
11339,7,3,3,5,41.757114469,-87.56221903
11340,45,3,3,5,41.978693429,-87.78076816
11341,7,3,4,5,41.751824719,-87.56739142
11342,32,3,1,5,41.918042046,-87.66799618
11343,48,3,1,5,41.985871461,-87.65381232
11344,13,3,28,5,41.782094942,-87.73277678
11345,23,3,57,5,41.793447338,-87.71453453
11346,13,3,2,5,41.7853708,-87.76217024
11347,32,3,4,5,41.928879939,-87.66867256
11348,8,3,47,5,41.733225087,-87.58513108
11349,36,3,25,5,41.936349041,-87.78801464
11350,3,3,1,5,41.814693343,-87.61798457
11351,32,3,10,5,41.928711322,-87.68788275
11352,32,3,13,5,41.928433211,-87.67189219
11353,45,3,32,5,41.984891483,-87.77329333
11354,45,3,25,5,41.98302872,-87.77351106
11355,48,3,4,5,41.989493477,-87.65694385
11356,8,3,81,6,41.718169356,-87.60022915
11357,12,3,13,6,41.837685729,-87.70346499
11358,18,3,48,6,41.753270317,-87.70837234
11359,39,3,13,6,41.968399683,-87.7281796
11360,36,3,1,6,41.923710875,-87.79499558
11361,39,3,3,6,41.960747533,-87.73615802
11362,3,3,1,6,41.863967881,-87.62748774
11363,39,3,43,6,41.980811095,-87.70987604
11364,23,3,27,6,41.786155308,-87.70349314
11365,39,3,2,6,41.960889822,-87.74264951
11366,12,3,45,6,41.823363177,-87.7059884
11367,16,3,1,6,41.794021907,-87.67472901
11368,14,3,8,6,41.810805247,-87.72109777
11369,14,3,3,6,41.806956486,-87.72123757
11370,7,3,6,6,41.71471077,-87.56324697
11371,7,3,3,6,41.722375907,-87.5754999
11372,23,3,9,6,41.797327484,-87.79674169
11373,45,3,4,6,41.97514851,-87.7780445
11374,3,3,1,6,41.850000548,-87.62387981
11375,15,3,19,6,41.803820075,-87.67714414
11376,15,3,8,6,41.802159596,-87.6768125
11377,15,3,2,6,41.802949206,-87.67591201
11378,13,3,10,6,41.774694542,-87.7420133
11379,15,3,41,6,41.802222093,-87.67706777
11380,36,3,6,6,41.931436892,-87.78922439
11381,32,3,10,6,41.916147281,-87.66794735
11382,15,3,9,6,41.801292913,-87.67855356
11383,32,3,2,6,41.929607538,-87.66844755
11384,32,3,10,6,41.927062581,-87.66894785
11385,12,3,18,6,41.833667855,-87.69507235
11386,12,3,1,6,41.832127133,-87.69502146
11387,12,3,5,6,41.837202115,-87.70059537
11388,12,3,12,6,41.837369078,-87.70223448
11389,13,3,11,6,41.767534745,-87.73106894
11390,43,3,18,6,41.918540769,-87.63599718
11391,43,3,42,6,41.923649983,-87.63945497
11392,43,3,43,6,41.923077978,-87.63910971
11393,43,3,18,6,41.921834417,-87.63836015
11394,45,3,2,6,41.985372059,-87.77677236
11395,23,3,45,6,41.774565507,-87.79846081
11396,7,3,19,6,41.720201371,-87.5742236
11397,7,3,13,6,41.754524457,-87.55306631
11398,15,3,2,7,41.790365842,-87.67547707
11399,16,3,24,7,41.786272544,-87.69617708
11400,37,3,20,7,41.8918292,-87.72359754
11401,14,3,7,7,41.794224776,-87.69762318
11402,16,3,12,7,41.788331164,-87.69407666
11403,39,3,9,7,41.977872093,-87.71131281
11404,3,3,1,7,41.818262859,-87.6210106
11405,9,3,6,7,41.712294684,-87.61739856
11406,45,3,18,7,41.985033751,-87.78148076
11407,45,3,2,7,41.975762585,-87.7880251
11408,41,3,13,7,41.975300469,-87.79863718
11409,23,3,9,7,41.796840638,-87.79155873
11410,28,3,5,7,41.869197133,-87.6985722
11411,37,3,37,7,41.888342393,-87.72480828
11412,18,3,61,7,41.745204918,-87.73410112
11413,32,3,10,7,41.922169216,-87.67422731
11414,28,3,1,7,41.875105219,-87.68630707
11415,7,3,10,7,41.753719872,-87.5613493
11416,15,3,14,7,41.790122582,-87.67759126
11417,28,2,6,8,41.875890331,-87.69432844
11418,16,2,10,8,41.768548932,-87.67374952
11419,3,2,4,8,41.83110114,-87.62799194
11420,7,2,18,8,41.756579362,-87.56162142
11421,36,2,75,8,41.923708193,-87.79530078
11422,18,2,10,8,41.749150553,-87.73168508
11423,23,2,11,8,41.797046858,-87.79278392
11424,14,2,49,8,41.807918326,-87.73094409
11425,23,2,85,8,41.793163872,-87.71839673
11426,23,2,59,8,41.79319535,-87.71629125
11427,14,2,17,8,41.793298443,-87.71066897
11428,14,2,37,8,41.811624466,-87.73136608
11429,14,2,54,8,41.810482965,-87.73132504
11430,12,2,42,8,41.82567974,-87.7043403
11431,18,2,53,8,41.743295237,-87.73402962
11432,27,2,7,8,41.890016187,-87.72108921
11433,7,2,15,8,41.746409469,-87.5529396
11434,36,2,1,8,41.932941069,-87.78581353
11435,27,2,11,8,41.875963118,-87.69629949
11436,10,2,12,8,41.71404538,-87.53207525
11437,15,2,2,8,41.791612881,-87.66923144
11438,15,2,37,8,41.793416798,-87.66927958
11439,3,2,16,8,41.814993755,-87.61313882
11440,16,2,39,8,41.779192382,-87.67648516
11441,7,2,2,8,41.765706172,-87.56122695
11442,15,2,7,8,41.79360166,-87.66715425
11443,15,2,2,8,41.792088962,-87.66711323
11444,45,2,17,8,41.982172541,-87.78735426
11445,45,2,11,8,41.982159366,-87.78496412
11446,9,2,5,9,41.716377913,-87.61414776
11447,9,2,3,9,41.708462857,-87.61121299
11448,9,2,4,9,41.712611866,-87.61891398
11449,9,2,6,9,41.710789698,-87.61887182
11450,9,2,17,9,41.708967594,-87.61882949
11451,9,2,9,9,41.708632857,-87.614874
11452,36,2,1,9,41.934769622,-87.78587407
11453,7,2,1,9,41.761919739,-87.5616845
11454,18,2,23,9,41.749192779,-87.73424565
11455,18,2,11,9,41.749430423,-87.71961096
11456,28,2,3,9,41.882007102,-87.72094275
11457,32,2,27,9,41.93319106,-87.66884972
11458,18,2,1,9,41.746660397,-87.7348306
11459,18,2,9,9,41.749335606,-87.73732873
11460,39,2,12,9,41.975506766,-87.72023797
11461,39,2,1,9,41.975798274,-87.71362075
11462,45,2,12,9,41.986610615,-87.78509255
11463,3,2,1,9,41.86565703,-87.62752942
11464,48,2,10,9,41.988902631,-87.65520287
11465,12,2,9,9,41.824356308,-87.70459365
11466,36,2,30,9,41.925533552,-87.79300076
11467,41,2,45,9,41.97964468,-87.84380965
11468,18,2,4,9,41.749288838,-87.74009538
11469,18,2,7,9,41.749456407,-87.73416572
11470,23,2,78,9,41.786446153,-87.79944416
11471,9,2,6,9,41.714580637,-87.6141234
11472,23,2,71,9,41.782784862,-87.79628272
11473,9,2,8,9,41.714184446,-87.61622788
11474,32,2,16,9,41.933086774,-87.66372967
11475,9,2,3,9,41.716522351,-87.61473789
11476,32,2,28,10,41.921663267,-87.66869924
11477,39,2,21,10,41.971419869,-87.72093033
11478,23,2,5,10,41.776621873,-87.79849751
11479,38,2,15,10,41.949097211,-87.80260121
11480,18,2,17,10,41.752068015,-87.71525013
11481,7,2,26,10,41.76068717,-87.56680602
11482,28,2,3,10,41.874941491,-87.68640616
11483,45,2,7,10,41.982824146,-87.76995023
11484,45,2,8,10,41.979955592,-87.78103233
11485,32,2,21,10,41.923002856,-87.68043128
11486,37,2,1,11,41.885282636,-87.72106954
11487,42,2,1,11,41.895052331,-87.62417981
11488,32,2,7,11,41.932485444,-87.67061149
11489,39,2,31,11,41.966992427,-87.74635803
11490,45,2,3,11,41.982834712,-87.78235359
11491,42,2,9,11,41.876944948,-87.63449377
11492,23,2,1,12,41.774379554,-87.78127941
11493,36,2,9,12,41.933501945,-87.78929325
11494,41,2,27,12,41.970212655,-87.80023137
11495,42,2,2,12,41.883382187,-87.62455364
11496,38,2,1,12,41.951691039,-87.80002821
11497,38,2,1,12,41.946969889,-87.80228679
11498,38,2,2,12,41.947061499,-87.80244382
11499,38,2,2,12,41.946920702,-87.80475098
11500,28,2,11,12,41.872053807,-87.69862957
11501,41,2,60,13,41.973600769,-87.84576757
11502,32,2,1,13,41.921103577,-87.66871177
11503,32,2,27,13,41.93220495,-87.67578618
11504,42,2,8,13,41.889063875,-87.64038783
11505,42,2,4,13,41.88868124,-87.64742285
11506,42,2,37,13,41.88140253,-87.63388675
11507,23,2,8,13,41.776927145,-87.79856223
11508,42,2,6,13,41.900927144,-87.6242043
11509,18,2,10,13,41.750678288,-87.70866537
11510,18,2,5,13,41.751454297,-87.70641138
11511,18,2,3,13,41.753500158,-87.71556086
11512,10,2,12,13,41.705722715,-87.53030605
11513,23,2,1,13,41.774124254,-87.78100137
11514,38,2,3,13,41.943462254,-87.81071738
11515,38,2,8,13,41.943554342,-87.80700855
11516,45,2,40,13,41.985730179,-87.77933872
11517,42,2,1,13,41.884459763,-87.64435359
11518,48,2,44,14,41.989428341,-87.65521765
11519,48,2,25,14,41.991247963,-87.65527345
11520,10,2,6,14,41.712834885,-87.53512895
11521,32,2,9,14,41.932324543,-87.68404028
11522,7,2,10,14,41.76312072,-87.56273647
11523,48,2,2,14,41.985612755,-87.65690335
11524,48,2,10,14,41.985638421,-87.65509432
11525,28,2,1,14,41.866604997,-87.69719114
11526,42,2,9,14,41.900752974,-87.624235
11527,18,2,7,14,41.751434401,-87.70766175
11528,38,2,1,14,41.945211508,-87.80408116
11529,10,2,8,14,41.706503402,-87.53818434
11530,10,2,24,14,41.706497739,-87.53318173
11531,10,2,1,14,41.708302059,-87.5418901
11532,10,2,10,14,41.715890223,-87.53633845
11533,42,2,7,14,41.879619033,-87.62420622
11534,39,2,12,14,41.968224232,-87.73974749
11535,10,2,19,14,41.703308443,-87.52938381
11536,10,2,12,14,41.713787169,-87.53663321
11537,28,2,7,14,41.880865156,-87.72337597
11538,18,2,27,14,41.752173708,-87.70504043
11539,42,2,1,14,41.886973201,-87.62084833
11540,38,2,1,14,41.943533293,-87.80709507
11541,7,2,31,14,41.755664401,-87.56281592
11542,32,2,29,14,41.932453229,-87.67330277
11543,18,2,25,15,41.741399067,-87.73639709
11544,18,2,9,15,41.740237489,-87.7391016
11545,42,2,6,15,41.896790572,-87.62438066
11546,2,2,26,15,41.910571941,-87.64841034
11547,23,2,10,15,41.794018399,-87.71690551
11548,10,2,2,15,41.709949428,-87.53784386
11549,43,2,27,15,41.910940644,-87.64841904
11550,45,2,22,15,41.988754521,-87.77966475
11551,45,2,16,15,41.989120799,-87.77886879
11552,2,2,12,15,41.910805161,-87.64860704
11553,43,2,16,15,41.910940644,-87.64841904
11554,8,2,42,15,41.720222475,-87.59850474
11555,10,2,5,15,41.706504545,-87.53997889
11556,10,2,10,15,41.712064852,-87.53755173
11557,10,2,3,15,41.709951847,-87.53663498
11558,10,2,8,15,41.705905843,-87.53663987
11559,42,2,3,15,41.889677537,-87.6203537
11560,38,2,3,15,41.947033127,-87.80383371
11561,36,2,1,15,41.932889476,-87.78989727
11562,38,2,3,15,41.944394286,-87.80924816
11563,42,2,1,15,41.884623785,-87.62047604
11564,32,2,6,15,41.925038006,-87.67804719
11565,12,2,38,15,41.827756784,-87.70469379
11566,37,2,60,16,41.889710072,-87.72117534
11567,28,2,25,16,41.872565019,-87.68634695
11568,42,2,1,16,41.881319826,-87.63952223
11569,41,2,2,16,41.970964716,-87.80467523
11570,42,2,2,16,41.881929168,-87.64418136
11571,48,2,7,16,41.990845723,-87.66987878
11572,10,2,6,16,41.71051278,-87.53754977
11573,10,2,17,16,41.704673258,-87.5348904
11574,10,2,18,16,41.705850765,-87.53785344
11575,42,2,1,16,41.888132086,-87.62053707
11576,42,2,19,16,41.895758184,-87.62441858
11577,28,2,2,16,41.866681773,-87.69016694
11578,42,2,13,20,41.884532478,-87.61961233
11579,42,2,4,20,41.886844648,-87.62140108
11580,28,2,18,20,41.869448143,-87.68623477
11581,42,1,40,42,41.888015739,-87.62007698
11582,28,2,5,21,41.883247852,-87.72101317
11583,19,3,7,0,41.709709325,-87.68186833
11584,8,3,14,0,41.748023577,-87.57995302
11585,39,3,4,0,41.961001168,-87.73279629
11586,19,3,8,0,41.708110228,-87.68152743
11587,19,3,5,0,41.709932872,-87.68158187
11588,19,3,14,0,41.711779409,-87.68163539
11589,19,3,4,0,41.713574351,-87.68169278
11590,19,3,3,0,41.715408783,-87.68174779
11591,19,3,1,0,41.713575053,-87.68077306
11592,19,3,1,0,41.711755043,-87.68071957
11593,19,3,20,0,41.70446752,-87.68049891
11594,19,3,38,0,41.700815412,-87.68036221
11595,19,3,19,0,41.691777432,-87.677655
11596,19,3,1,0,41.696557206,-87.67871572
11597,19,3,4,0,41.700836603,-87.67915415
11598,19,3,49,0,41.706310786,-87.67934995
11599,19,3,2,0,41.700806642,-87.68379039
11600,19,3,7,0,41.701839594,-87.68382324
11601,19,3,4,0,41.704453351,-87.68420181
11602,34,3,5,0,41.683037128,-87.64097754
11603,34,3,3,0,41.677873236,-87.64561775
11604,34,3,2,0,41.676366637,-87.63690188
11605,34,3,2,0,41.676142713,-87.63830079
11606,34,3,12,0,41.67611738,-87.64086846
11607,29,3,12,0,41.913145839,-87.79506488
11608,29,3,15,0,41.91816967,-87.79492732
11609,42,3,5,0,41.883289151,-87.6245494
11610,13,3,3,0,41.786854038,-87.77657793
11611,18,3,2,0,41.735505646,-87.70219262
11612,5,3,3,0,41.769712332,-87.57624907
11613,5,3,6,0,41.767891721,-87.57649243
11614,5,3,8,0,41.76602778,-87.57644312
11615,46,3,7,0,41.963707778,-87.65011398
11616,46,3,37,0,41.96833217,-87.65269067
11617,5,3,5,0,41.764283912,-87.57640667
11618,7,3,10,0,41.762495008,-87.57607434
11619,2,3,9,0,41.910436799,-87.67776102
11620,32,3,4,0,41.912188052,-87.68049072
11621,5,3,13,0,41.800847763,-87.59682187
11622,19,3,6,0,41.713569726,-87.68326828
11623,19,3,10,0,41.713554356,-87.68447999
11624,19,3,4,0,41.711774574,-87.684423
11625,7,3,5,0,41.711820659,-87.56450576
11626,19,3,2,0,41.706293892,-87.68426059
11627,19,3,1,0,41.709107742,-87.68185019
11628,19,3,41,0,41.708119032,-87.680208
11629,19,3,10,0,41.709940128,-87.6802627
11630,19,3,21,0,41.711774983,-87.6795106
11631,19,3,81,0,41.715417311,-87.67961945
11632,19,3,39,0,41.711989278,-87.68178898
11633,19,3,5,0,41.710132657,-87.68233013
11634,41,3,41,0,41.992122141,-87.79348874
11635,41,3,46,0,41.990289496,-87.79532945
11636,41,3,42,0,41.99139185,-87.79729198
11637,41,3,30,0,41.992302538,-87.79636908
11638,41,3,11,0,41.993782294,-87.79339685
11639,19,3,8,0,41.704466068,-87.68298381
11640,41,3,7,0,41.994806032,-87.79801886
11641,21,3,17,0,41.735833896,-87.66798786
11642,21,3,18,0,41.739414566,-87.6725662
11643,32,3,2,0,41.937843288,-87.6743928
11644,18,3,12,0,41.74237059,-87.70721352
11645,34,3,2,0,41.679920304,-87.64212552
11646,34,3,12,0,41.683068252,-87.6384984
11647,46,3,43,0,41.958551838,-87.64623776
11648,19,3,5,0,41.710776788,-87.68189948
11649,19,3,10,0,41.709217098,-87.68185357
11650,19,3,12,0,41.707200088,-87.681793
11651,19,3,1,0,41.707939864,-87.68309345
11652,19,3,9,0,41.708691296,-87.68282461
11653,19,3,1,0,41.700812502,-87.68159097
11654,19,3,6,0,41.702645372,-87.68135297
11655,19,3,7,0,41.704465355,-87.68141545
11656,19,3,4,0,41.706288117,-87.68147073
11657,32,3,75,1,41.914035152,-87.68334144
11658,3,3,3,1,41.830962369,-87.62679185
11659,45,3,5,1,41.960580059,-87.75032859
11660,6,3,15,1,41.750918138,-87.62469012
11661,28,3,8,1,41.878206971,-87.74063834
11662,28,3,10,1,41.880466281,-87.74268099
11663,5,3,24,1,41.77325149,-87.5852246
11664,34,3,3,1,41.680467981,-87.63581628
11665,34,3,9,1,41.676768771,-87.63600265
11666,3,3,11,1,41.816447072,-87.62317587
11667,32,3,26,1,41.93955094,-87.66098344
11668,40,3,1,1,41.972285613,-87.69887052
11669,14,3,7,1,41.800590152,-87.73269091
11670,34,3,10,1,41.68288599,-87.64624411
11671,3,3,6,1,41.814643226,-87.62312673
11672,3,3,3,1,41.813006066,-87.62308082
11673,3,3,1,1,41.809193513,-87.62297931
11674,32,3,8,1,41.935176853,-87.67239829
11675,17,3,14,1,41.770005954,-87.68720877
11676,40,3,3,1,41.971256373,-87.69777118
11677,14,3,14,1,41.809344098,-87.7108893
11678,40,3,8,1,41.970501475,-87.68911578
11679,6,3,2,1,41.751101634,-87.62230902
11680,32,3,3,1,41.932497306,-87.6696759
11681,47,3,2,1,41.956723481,-87.67868533
11682,29,3,1,2,41.937883028,-87.80931912
11683,29,3,1,2,41.939867717,-87.80954478
11684,4,3,1,2,41.837610294,-87.6146942
11685,47,3,7,2,41.964911256,-87.67392662
11686,14,3,9,2,41.804870678,-87.7420055
11687,14,3,9,2,41.802077193,-87.7416388
11688,14,3,4,2,41.803730474,-87.74168377
11689,14,3,16,2,41.806783066,-87.73961168
11690,14,3,26,2,41.804788333,-87.73955657
11691,3,3,58,2,41.799829619,-87.62436655
11692,27,3,10,2,41.86800788,-87.67854381
11693,17,3,66,2,41.775338411,-87.69587987
11694,41,3,10,2,41.975921104,-87.81948562
11695,1,3,9,2,41.903109519,-87.67555402
11696,8,3,2,2,41.736992269,-87.58780807
11697,3,3,1,2,41.801868164,-87.624417
11698,14,3,19,2,41.797023875,-87.73934487
11699,34,3,12,2,41.676166121,-87.6360624
11700,8,3,10,2,41.729646586,-87.59033126
11701,8,3,26,2,41.736771201,-87.58949077
11702,34,3,2,2,41.677720829,-87.64205184
11703,46,3,23,2,41.965697086,-87.6478877
11704,32,3,10,2,41.936958328,-87.66137952
11705,23,3,12,2,41.791222063,-87.79657398
11706,23,3,14,2,41.789105786,-87.79253427
11707,23,3,8,2,41.792860893,-87.76704532
11708,35,3,7,2,41.953965678,-87.71296876
11709,25,3,37,2,41.854105415,-87.63405907
11710,15,3,51,2,41.813864043,-87.69354946
11711,23,3,43,2,41.789031214,-87.76955117
11712,15,3,1,2,41.818895276,-87.70353283
11713,15,3,1,2,41.817110116,-87.70294754
11714,15,3,10,2,41.818175298,-87.70204768
11715,40,3,2,2,41.975743035,-87.68899742
11716,47,3,8,2,41.967029986,-87.67779316
11717,6,3,3,2,41.743595302,-87.62126358
11718,29,3,50,3,41.940936035,-87.80575715
11719,39,3,12,3,41.991294498,-87.75448152
11720,17,3,88,3,41.773577077,-87.68907474
11721,17,3,57,3,41.773769465,-87.69088047
11722,6,3,3,3,41.745410329,-87.62299318
11723,31,3,13,3,41.924314797,-87.74888394
11724,31,3,17,3,41.924283504,-87.75135196
11725,31,3,10,3,41.924249422,-87.75380822
11726,31,3,13,3,41.924215797,-87.75621075
11727,17,3,2,3,41.768180752,-87.6686186
11728,46,3,4,3,41.953762904,-87.65669433
11729,40,3,26,3,41.974411028,-87.68653103
11730,5,3,4,3,41.769707857,-87.57654226
11731,46,3,67,3,41.965580426,-87.65213578
11732,28,3,10,3,41.874750447,-87.7253137
11733,31,3,16,3,41.924462295,-87.7378481
11734,6,3,3,3,41.738519983,-87.60930386
11735,6,3,6,3,41.739516254,-87.60990096
11736,3,3,4,3,41.807384941,-87.6209886
11737,1,3,8,3,41.906603072,-87.67750479
11738,40,3,1,3,41.966884339,-87.6889612
11739,40,3,1,3,41.975789029,-87.68854968
11740,2,3,1,3,41.916671537,-87.66499519
11741,25,3,40,3,41.855549687,-87.6388743
11742,43,3,6,3,41.913946403,-87.62678946
11743,5,3,20,3,41.765175525,-87.57709615
11744,17,3,15,3,41.768155865,-87.68774957
11745,25,3,47,3,41.850145443,-87.63416057
11746,17,3,14,3,41.771900964,-87.681039
11747,32,3,20,3,41.93630456,-87.6589626
11748,34,3,21,3,41.681439693,-87.6491861
11749,41,3,2,3,41.978014094,-87.81732158
11750,32,3,1,3,41.932185487,-87.66219268
11751,14,3,2,3,41.807559871,-87.7408552
11752,47,3,12,3,41.952282538,-87.6744677
11753,40,3,14,4,41.968641408,-87.69872462
11754,46,3,18,4,41.965428637,-87.65765606
11755,39,3,9,4,41.984897404,-87.71657371
11756,39,3,13,4,41.986322385,-87.71400509
11757,39,3,12,4,41.98651103,-87.71546158
11758,39,3,20,4,41.988548379,-87.71544395
11759,39,3,10,4,41.984905091,-87.71596164
11760,4,3,17,4,41.802540458,-87.59109498
11761,4,3,4,4,41.800893978,-87.58953707
11762,33,3,14,4,41.953776264,-87.71083539
11763,4,3,47,4,41.80205741,-87.59035344
11764,25,3,2,4,41.852816682,-87.63215529
11765,25,3,1,4,41.852959679,-87.632152
11766,32,3,33,4,41.937815168,-87.66492216
11767,18,3,1,4,41.735258527,-87.70463151
11768,6,3,2,4,41.746016068,-87.62139682
11769,1,3,16,4,41.909599197,-87.67602334
11770,27,3,3,4,41.875116514,-87.67744483
11771,39,3,16,5,41.990149441,-87.73627807
11772,2,3,1,5,41.916996073,-87.66459672
11773,41,3,3,5,41.978702942,-87.81730188
11774,3,3,38,5,41.794456675,-87.61611883
11775,8,3,12,5,41.76062594,-87.57632659
11776,1,3,2,5,41.896099353,-87.6722986
11777,17,3,10,5,41.763314305,-87.67242468
11778,4,3,2,5,41.80367718,-87.58846688
11779,34,3,1,5,41.683309258,-87.64701893
11780,2,3,2,5,41.917167001,-87.65845323
11781,3,3,1,5,41.818183798,-87.61396951
11782,1,3,16,5,41.899777411,-87.66990365
11783,17,3,7,5,41.771869127,-87.68337363
11784,40,3,27,5,41.970840461,-87.69766841
11785,14,3,76,6,41.802039948,-87.74294009
11786,37,3,4,6,41.90315909,-87.72616926
11787,31,3,5,6,41.924692154,-87.71714291
11788,17,3,4,6,41.771645893,-87.7031137
11789,6,3,15,6,41.746435353,-87.60980345
11790,18,3,31,6,41.740737008,-87.70470523
11791,39,3,8,6,41.995932362,-87.748194
11792,1,3,2,6,41.896113867,-87.66743958
11793,47,3,3,6,41.946867041,-87.68664914
11794,6,3,8,6,41.753197929,-87.60643296
11795,47,3,27,6,41.953151116,-87.68737583
11796,17,3,12,6,41.768411982,-87.68547386
11797,5,3,3,6,41.765955364,-87.57682052
11798,5,3,3,6,41.764217531,-87.57655292
11799,39,3,22,7,41.988533256,-87.71529511
11800,34,3,15,7,41.682461129,-87.64653179
11801,34,3,5,7,41.684337471,-87.64569463
11802,14,3,9,7,41.804360405,-87.72042833
11803,15,3,4,7,41.810311694,-87.66637968
11804,14,3,1,7,41.807641158,-87.73444736
11805,15,3,100,7,41.808317899,-87.66753406
11806,17,3,6,7,41.76792968,-87.67103698
