CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
606,30,12,22,10,41.93920375,-87.72731013
607,39,12,10,10,41.957464855,-87.73110918
608,39,12,10,10,41.955527766,-87.73104641
609,23,12,26,10,41.793538406,-87.75974148
610,28,12,19,10,41.872611029,-87.68390099
611,48,12,2,9,41.989814993,-87.66906879
612,28,12,4,9,41.876129608,-87.69279386
613,28,12,3,9,41.873167572,-87.68383038
614,48,12,1,11,41.996537277,-87.6666791
615,11,12,2,11,41.858201175,-87.64670136
616,14,12,3,0,41.800649237,-87.72387865
617,14,12,19,0,41.805370466,-87.71598906
618,14,12,3,0,41.804198399,-87.71616622
619,14,12,10,0,41.804403759,-87.71843126
620,7,12,8,0,41.729734652,-87.57082803
621,7,12,11,0,41.729971158,-87.56818479
622,7,12,14,0,41.730001608,-87.56575548
623,44,12,2,0,41.939972018,-87.64203818
624,44,12,3,0,41.948997845,-87.66413087
625,14,12,2,0,41.806596598,-87.72736808
626,14,12,4,0,41.805064144,-87.72609827
627,14,12,4,0,41.813343171,-87.72149358
628,14,12,16,0,41.80780443,-87.72126281
629,14,12,11,0,41.807839638,-87.71882254
630,13,12,3,0,41.767717155,-87.73237826
631,13,12,10,0,41.767749094,-87.72965294
632,13,12,1,0,41.768017435,-87.72873475
633,13,12,2,0,41.777982598,-87.73114217
634,13,12,2,0,41.786946194,-87.73263123
635,13,12,1,0,41.789583378,-87.73337769
636,13,12,6,0,41.787919545,-87.73739739
637,16,12,10,0,41.797568637,-87.66603795
638,16,12,5,0,41.799603193,-87.66479614
639,20,12,23,0,41.79963842,-87.66233363
640,9,12,1,0,41.735575486,-87.62111715
641,9,12,2,0,41.734873578,-87.62241903
642,9,12,1,0,41.731139104,-87.61404221
643,9,12,4,0,41.705341285,-87.61752005
644,20,12,14,0,41.799672178,-87.659935
645,20,12,19,0,41.797850021,-87.65988748
646,20,12,31,0,41.799436427,-87.662445
647,16,12,25,0,41.801326019,-87.66249306
648,16,12,17,0,41.793687694,-87.65743714
649,16,12,2,0,41.772337003,-87.66165182
650,23,12,4,0,41.789790822,-87.70359877
651,15,12,7,0,41.810518849,-87.66630031
652,1,12,16,0,41.894131568,-87.68140016
653,8,12,10,0,41.729871696,-87.57547682
654,8,12,14,0,41.729904277,-87.57308159
655,7,12,17,0,41.729937762,-87.5706244
656,9,12,1,0,41.70598087,-87.61724497
657,20,12,1,0,41.792830734,-87.62094539
658,3,12,5,0,41.812886414,-87.61776893
659,9,12,19,0,41.712682994,-87.61284046
660,4,12,1,0,41.809718311,-87.59975443
661,4,12,12,0,41.807771629,-87.61010468
662,9,12,10,0,41.705599774,-87.61366149
663,4,12,1,0,41.809718311,-87.59975443
664,9,12,7,0,41.705618401,-87.61244085
665,3,12,9,0,41.811236123,-87.62118287
666,37,12,24,0,41.909644085,-87.73637433
667,23,12,1,0,41.791899472,-87.79913799
668,36,12,13,0,41.912166999,-87.74125948
669,23,12,4,0,41.790236323,-87.79287105
670,37,12,40,0,41.896836549,-87.75702028
671,13,12,8,0,41.786688567,-87.78540977
672,13,12,9,0,41.788502401,-87.78669727
673,13,12,8,0,41.78874474,-87.78417835
674,40,12,3,0,41.988700988,-87.69340834
675,40,12,15,0,41.981472338,-87.69185825
676,7,12,9,0,41.755282741,-87.56523504
677,7,12,7,0,41.753468984,-87.56520006
678,23,12,35,0,41.794027661,-87.78933168
679,23,12,5,0,41.784353616,-87.76915274
680,23,12,21,0,41.792470975,-87.77099037
681,13,12,1,0,41.787148761,-87.77191597
682,23,12,18,0,41.790638495,-87.7709178
683,3,12,2,0,41.830962369,-87.62679185
684,20,12,1,0,41.781840836,-87.62076682
685,20,12,6,0,41.780222301,-87.62028639
686,20,12,2,0,41.783866981,-87.62283175
687,9,12,4,0,41.735616956,-87.60979324
688,20,12,7,0,41.783472939,-87.6223216
689,20,12,2,0,41.785443499,-87.62560958
690,20,12,11,0,41.787499262,-87.62398346
691,20,12,5,0,41.787543261,-87.62142876
692,6,12,7,0,41.738356471,-87.60986731
693,20,12,4,0,41.791153757,-87.62407923
694,20,12,7,0,41.791156756,-87.62391751
695,6,12,7,0,41.734864796,-87.60943273
696,9,12,15,0,41.732839671,-87.61215004
697,9,12,4,0,41.731186177,-87.61108854
698,9,12,10,0,41.732786097,-87.61150409
699,23,12,2,0,41.793450225,-87.71438506
700,9,12,10,0,41.729279099,-87.61603696
701,14,12,19,0,41.804261365,-87.7284398
702,9,12,1,0,41.730020201,-87.61773495
703,9,12,1,0,41.733233748,-87.61781837
704,16,12,18,1,41.79517425,-87.68217644
705,14,12,2,1,41.802771408,-87.72696343
706,4,12,2,1,41.867484227,-87.61915038
707,15,12,46,1,41.812123954,-87.66765449
708,44,12,1,1,41.939767628,-87.64303431
709,7,12,21,1,41.760773838,-87.56494293
710,26,12,10,1,41.912380859,-87.70175842
711,9,12,2,3,41.735540171,-87.61059549
712,16,12,5,2,41.768874239,-87.66377461
713,9,12,1,2,41.692411981,-87.60058566
714,16,12,24,2,41.785038767,-87.64993035
715,32,12,7,4,41.912709602,-87.68537841
716,35,12,3,4,41.962921368,-87.7265129
717,35,12,4,4,41.962745357,-87.72458524
718,32,12,4,3,41.911715531,-87.66642124
719,44,12,16,3,41.941835666,-87.65401882
720,9,12,5,3,41.683833719,-87.61992383
721,37,12,35,3,41.907929362,-87.74373652
722,37,12,2,3,41.906534664,-87.74370062
723,37,12,1,3,41.904395821,-87.74831954
724,32,12,3,7,41.928591,-87.67395914
725,32,12,7,7,41.926686262,-87.68005332
726,37,12,4,7,41.902396261,-87.74612612
727,32,12,5,7,41.9369535,-87.66168527
728,37,12,22,6,41.911973699,-87.7413988
729,37,12,5,6,41.914060196,-87.74602773
730,37,12,11,6,41.885707494,-87.75633744
731,37,12,19,6,41.889421378,-87.75478606
732,32,12,12,6,41.932550211,-87.66604833
733,32,12,19,5,41.917493265,-87.70223758
734,41,12,10,9,41.981668877,-87.81628886
735,37,12,29,8,41.900101069,-87.72363818
736,44,12,10,8,41.939832345,-87.65202687
737,37,12,8,8,41.909600386,-87.73935647
738,37,12,4,8,41.888478326,-87.75277098
739,26,12,22,11,41.89574509,-87.69192072
740,26,12,23,11,41.896754239,-87.69071381
741,44,12,14,11,41.941271257,-87.65278236
742,23,12,8,11,41.79447166,-87.76099318
743,44,12,6,11,41.941883502,-87.6517462
744,50,12,1,10,41.990431844,-87.71404664
745,32,12,7,10,41.921139168,-87.70966447
746,32,12,5,10,41.924192415,-87.70735082
747,4,12,1,0,41.816925391,-87.60660303
748,4,12,17,0,41.816744765,-87.60468
749,20,12,36,0,41.803015675,-87.66861779
750,19,12,1,0,41.691726992,-87.6966263
751,20,12,52,0,41.803226739,-87.6673191
752,20,12,31,0,41.803249772,-87.66488726
753,20,12,18,0,41.804928253,-87.66745112
754,15,12,3,0,41.806665605,-87.66749696
755,15,12,4,0,41.808488252,-87.66753974
756,36,12,3,0,41.922396494,-87.75548064
757,13,12,15,0,41.78150995,-87.77759258
758,23,12,10,0,41.774764163,-87.79990595
759,23,12,21,0,41.775544903,-87.79850355
760,23,12,4,0,41.777298652,-87.79857755
761,23,12,2,0,41.775876942,-87.78680866
762,23,12,12,0,41.797416178,-87.73690372
763,14,12,10,0,41.800513568,-87.73565937
764,14,12,7,0,41.800400687,-87.73453694
765,23,12,24,0,41.79850187,-87.73448505
766,23,12,25,0,41.796015729,-87.79174107
767,23,12,15,0,41.797534011,-87.79802114
768,4,12,1,0,41.833791838,-87.61243477
769,4,12,11,0,41.81328488,-87.60654054
770,19,12,21,0,41.687643765,-87.71280844
771,19,12,21,0,41.691849243,-87.67109962
772,19,12,1,0,41.691933524,-87.67781775
773,19,12,1,0,41.696474546,-87.70084922
774,19,12,3,0,41.700019615,-87.70097756
775,19,12,11,0,41.702084465,-87.70105084
776,19,12,1,0,41.705500712,-87.701165
777,21,12,5,0,41.733986547,-87.65586052
778,21,12,5,0,41.732474857,-87.65573114
779,21,12,7,0,41.739427699,-87.65723166
780,21,12,4,0,41.739647324,-87.65593345
781,34,12,15,0,41.6705661,-87.62979327
782,9,12,10,0,41.666961753,-87.62646047
783,23,12,45,0,41.775690662,-87.78466673
784,23,12,7,0,41.775727892,-87.78237694
785,13,12,5,0,41.783000499,-87.78554642
786,9,12,7,0,41.670604398,-87.62619043
787,23,12,43,0,41.779221556,-87.794304
788,9,12,3,0,41.672615641,-87.62736729
789,34,12,5,0,41.67260279,-87.62856865
790,34,12,4,0,41.672589222,-87.62976493
791,34,12,6,0,41.672580218,-87.63096992
792,34,12,2,0,41.67256773,-87.63217108
793,34,12,3,0,41.672555229,-87.63337646
794,34,12,4,0,41.676030782,-87.62995974
795,34,12,8,0,41.674228833,-87.62990621
796,34,12,12,0,41.675991203,-87.63199225
797,22,12,33,0,41.813144024,-87.74826043
798,34,12,21,0,41.67624534,-87.62867586
799,19,12,5,0,41.704488088,-87.69899192
800,19,12,1,0,41.704282439,-87.69751591
801,19,12,1,0,41.706151636,-87.69651349
802,19,12,2,0,41.706181569,-87.69352139
803,25,12,2,0,41.854419044,-87.66391534
804,12,12,10,0,41.828786142,-87.66557917
805,12,12,5,0,41.828584539,-87.66566253
806,12,12,4,0,41.826821149,-87.66562788
807,21,12,8,0,41.735970572,-87.65826818
808,20,12,6,0,41.808511597,-87.66511729
809,21,12,7,0,41.736007243,-87.65583417
810,45,12,18,0,41.962640002,-87.7480852
811,21,12,3,0,41.73604409,-87.65340424
812,21,12,4,0,41.72496336,-87.64948463
813,12,12,12,1,41.842869691,-87.70014921
814,19,12,1,1,41.700918338,-87.70481325
815,34,12,2,1,41.66788373,-87.63694725
816,11,12,3,1,41.857960732,-87.64365835
817,34,12,40,0,41.668865436,-87.63806077
818,34,12,15,0,41.668707906,-87.63453437
819,34,12,20,0,41.670518515,-87.63460121
820,21,12,31,0,41.733952266,-87.6582931
821,21,12,10,0,41.73200849,-87.65823555
822,21,12,11,0,41.735787744,-87.6558287
823,21,12,9,0,41.73575107,-87.65826287
824,21,12,12,0,41.735824607,-87.65339765
825,14,12,2,0,41.797048865,-87.70870745
826,14,12,2,0,41.798849122,-87.70753149
827,14,12,3,0,41.800679372,-87.70759856
828,23,12,7,0,41.796801167,-87.72217112
829,23,12,8,0,41.798635808,-87.72218854
830,23,12,12,0,41.800475057,-87.72223999
831,25,12,17,0,41.854963862,-87.68098866
832,25,12,4,0,41.852033591,-87.67786266
833,25,12,2,0,41.859559782,-87.66634385
834,25,12,4,0,41.864429407,-87.65665888
835,25,12,10,0,41.855252806,-87.66190585
836,22,12,4,0,41.846037569,-87.72476137
837,22,12,9,0,41.844157586,-87.72469381
838,22,12,7,0,41.846332466,-87.72476662
839,22,12,5,0,41.85012332,-87.72714582
840,22,12,10,0,41.809319802,-87.74579395
841,22,12,9,0,41.811117669,-87.74829217
842,22,12,27,0,41.812917064,-87.74956416
843,22,12,10,0,41.813098819,-87.75185723
844,22,12,15,0,41.811319087,-87.74821106
845,11,12,10,3,41.866334141,-87.64421357
846,19,12,3,3,41.696306681,-87.67173938
847,14,12,4,3,41.793950572,-87.70709612
848,19,12,8,3,41.689698948,-87.67136106
849,3,12,10,3,41.820068878,-87.62078633
850,25,12,3,3,41.857651945,-87.6310517
851,3,12,24,3,41.807384941,-87.6209886
852,23,12,8,2,41.796655445,-87.73460257
853,23,12,10,2,41.796833452,-87.73688823
854,23,12,12,2,41.796859065,-87.73616862
855,13,12,1,2,41.764383268,-87.74175464
856,19,12,33,4,41.692268597,-87.71902453
857,15,12,26,3,41.805106462,-87.68391899
858,19,12,20,6,41.687649488,-87.71244932
859,47,12,2,5,41.941493111,-87.67408598
860,19,12,1,5,41.704404374,-87.68170682
861,40,12,1,9,41.997872326,-87.6755989
862,35,12,1,7,41.962727188,-87.72289572
863,50,12,9,12,41.992878108,-87.70914727
864,13,12,1,0,41.777830379,-87.77888991
865,23,12,18,0,41.781086959,-87.79109932
866,23,12,11,0,41.772677722,-87.7055321
867,23,12,10,0,41.772638524,-87.70795863
868,13,12,1,0,41.792447999,-87.77220973
869,15,12,3,0,41.792143274,-87.68405685
870,15,12,2,0,41.792063604,-87.68872688
871,14,12,5,0,41.794237446,-87.69366648
872,14,12,1,0,41.793891175,-87.68899545
873,12,12,23,0,41.841066934,-87.70255956
874,22,12,19,0,41.842564837,-87.7075671
875,22,12,21,0,41.842584666,-87.70634707
876,23,12,18,0,41.784852158,-87.76795505
877,23,12,25,0,41.785426671,-87.7660206
878,13,12,11,0,41.790350518,-87.77670895
879,23,12,13,0,41.787066639,-87.7658944
880,14,12,3,0,41.801349673,-87.72637277
881,6,12,3,0,41.750887625,-87.62199677
882,11,12,2,0,41.83939747,-87.65204527
883,6,12,3,0,41.767305676,-87.62188605
884,23,12,10,0,41.775271142,-87.71319133
885,6,12,3,0,41.772570787,-87.63745454
886,23,12,19,0,41.775015524,-87.71543456
887,23,12,35,0,41.776854719,-87.71795306
888,23,12,14,0,41.778877701,-87.71552905
889,23,12,37,0,41.777130829,-87.71048338
890,23,12,12,0,41.778884802,-87.70570376
891,23,12,32,0,41.775393225,-87.70559078
892,17,12,8,0,41.771743819,-87.70558184
893,23,12,41,0,41.773387902,-87.70800215
894,6,12,7,0,41.75458443,-87.61999381
895,6,12,1,0,41.751919408,-87.62287231
896,6,12,1,0,41.752512974,-87.62127104
897,6,12,4,0,41.753765184,-87.61836097
898,6,12,3,0,41.752735502,-87.62156903
899,6,12,2,0,41.768389712,-87.62191494
900,6,12,4,0,41.773899502,-87.62854149
901,6,12,7,0,41.7727573,-87.62203636
902,6,12,2,0,41.767360544,-87.63005473
903,18,12,3,0,41.74587035,-87.71705658
904,18,12,13,0,41.742169906,-87.71938866
905,18,12,4,0,41.742324886,-87.71939435
906,0,12,1,0,41.734786142,-87.7191842
907,6,12,5,0,41.76686725,-87.63733364
908,6,12,11,0,41.768842333,-87.63859793
909,6,12,15,0,41.767016606,-87.63854661
910,6,12,19,0,41.768902426,-87.63490633
911,11,12,5,0,41.85629422,-87.64319096
912,25,12,5,0,41.856563338,-87.64201145
913,11,12,14,0,41.855227681,-87.64357068
914,25,12,2,0,41.855993259,-87.64195573
915,25,12,8,0,41.857293773,-87.64060951
916,25,12,3,0,41.85992792,-87.64109249
917,11,12,15,0,41.860126149,-87.63911364
918,11,12,19,0,41.851773647,-87.64411368
919,11,12,21,0,41.85221275,-87.64458461
920,13,12,2,0,41.783476659,-87.77177054
921,13,12,6,0,41.783224752,-87.77428666
922,13,12,13,0,41.783427914,-87.77420887
923,13,12,1,0,41.779806765,-87.77162941
924,13,12,10,0,41.779480797,-87.77781063
925,23,12,8,0,41.800498033,-87.73086865
926,23,12,27,0,41.795045951,-87.71722898
927,13,12,3,0,41.793155061,-87.72330376
928,23,12,8,0,41.792479851,-87.79915437
929,23,12,7,0,41.79245477,-87.80013115
930,23,12,5,0,41.79892031,-87.79649294
931,23,12,5,0,41.796939967,-87.72823145
932,13,12,4,0,41.781783475,-87.76437879
933,13,12,7,0,41.781688555,-87.76925737
934,23,12,12,0,41.785374187,-87.76860571
935,34,12,1,0,41.677999019,-87.66122855
936,14,12,1,0,41.799716758,-87.77486242
937,14,12,1,0,41.808073054,-87.71629641
938,13,12,5,0,41.783199841,-87.77550781
939,13,12,5,0,41.783427914,-87.77420887
940,13,12,2,0,41.78317614,-87.7767284
941,13,12,6,0,41.783379772,-87.7766508
942,22,12,7,0,41.842422005,-87.73185752
943,22,12,25,0,41.842455364,-87.72942629
944,22,12,3,0,41.842487772,-87.72699302
945,22,12,51,0,41.838872456,-87.72202205
946,22,12,37,0,41.838914311,-87.71958362
947,13,12,4,0,41.778155077,-87.76212193
948,13,12,5,0,41.781783475,-87.76437879
949,34,12,1,0,41.692220953,-87.66314707
950,13,12,4,0,41.781509592,-87.76811462
951,18,12,2,0,41.738459227,-87.73132648
952,13,12,1,0,41.777839786,-87.76705659
953,13,12,1,0,41.778379661,-87.77014555
954,18,12,22,0,41.741324089,-87.73481313
955,13,12,3,0,41.778379661,-87.77014555
956,13,12,3,0,41.780808902,-87.7690171
957,13,12,3,0,41.780808902,-87.7690171
958,6,12,46,0,41.770562043,-87.64469722
959,13,12,2,0,41.780476471,-87.77144779
960,23,12,25,0,41.782556901,-87.70338965
961,6,12,25,0,41.771564846,-87.6349496
962,6,12,2,1,41.756461758,-87.6168094
963,35,12,31,1,41.937554221,-87.71369937
964,25,12,12,1,41.869588608,-87.64358624
965,25,12,2,1,41.857646323,-87.6316361
966,24,12,2,1,41.857925596,-87.71987629
967,24,12,7,1,41.853813182,-87.71976123
968,6,12,4,1,41.75708335,-87.64161858
969,16,12,13,1,41.78858102,-87.6557968
970,23,12,6,4,41.775198083,-87.70804537
971,18,12,11,4,41.746019496,-87.71748965
972,10,12,61,3,41.695987225,-87.54120525
973,24,12,10,2,41.856684533,-87.70838196
974,6,12,1,5,41.772379617,-87.64474164
975,18,12,2,5,41.741245258,-87.73587832
976,10,12,2,5,41.719631505,-87.53689412
977,1,12,19,5,41.912229447,-87.70178288
978,1,12,6,4,41.889996002,-87.66716037
979,27,12,8,4,41.889956497,-87.66961322
980,27,12,9,4,41.889912299,-87.67211612
981,27,12,16,4,41.889875465,-87.67448327
982,23,12,4,4,41.775238488,-87.70561175
983,27,12,14,8,41.903641314,-87.64644171
984,18,12,3,8,41.734899321,-87.7212934
985,36,12,5,7,41.936421375,-87.7980351
986,18,12,2,7,41.735440956,-87.72186624
987,10,12,7,7,41.663173192,-87.55820235
988,10,12,6,7,41.703092812,-87.56096084
989,10,12,4,7,41.701845097,-87.56065096
990,10,12,10,7,41.706315215,-87.55512951
991,10,12,9,7,41.702864697,-87.55476635
992,24,12,53,7,41.872445872,-87.74055576
993,18,12,13,7,41.740823154,-87.69942734
994,10,12,9,6,41.722795881,-87.54584764
995,24,12,30,12,41.857922792,-87.73458868
996,1,12,12,11,41.90763836,-87.68975569
997,10,12,10,11,41.697406705,-87.53722104
998,36,12,3,10,41.913079572,-87.74356218
999,1,12,4,9,41.893173617,-87.67089759
1000,18,12,15,8,41.762662153,-87.6906796
1001,27,12,2,8,41.899407751,-87.64320283
1002,38,12,20,14,41.942102068,-87.78627496
1003,38,12,25,14,41.942058428,-87.78869754
1004,38,12,20,14,41.942011417,-87.79114071
1005,38,12,12,14,41.945566436,-87.79613788
1006,16,12,4,0,41.782647845,-87.69485494
1007,16,12,10,0,41.782665683,-87.69363992
1008,17,12,14,0,41.77901991,-87.69353548
1009,17,12,6,0,41.771896538,-87.6957126
1010,14,12,16,0,41.791645694,-87.70024006
1011,16,12,32,0,41.791935176,-87.69625068
1012,25,12,12,0,41.849988266,-87.64795404
1013,11,12,10,0,41.849991309,-87.64630924
1014,25,12,3,0,41.872593977,-87.63951925
1015,11,12,10,0,41.838592973,-87.64157494
1016,11,12,18,0,41.846348833,-87.6347762
1017,11,12,8,0,41.841921144,-87.63677138
1018,11,12,11,0,41.847195285,-87.63674251
1019,23,12,10,0,41.778753892,-87.72374295
1020,23,12,5,0,41.780367789,-87.72417666
1021,23,12,12,0,41.785819725,-87.72555265
1022,13,12,7,0,41.787688513,-87.72530983
1023,13,12,13,0,41.789509088,-87.72536384
1024,13,12,18,0,41.791505609,-87.72317451
1025,8,12,1,0,41.74798506,-87.5675387
1026,8,12,3,0,41.746153938,-87.56872836
1027,7,12,1,0,41.744278821,-87.57171929
1028,8,12,1,0,41.733349857,-87.5733478
1029,16,12,6,0,41.771247129,-87.67618776
1030,16,12,8,0,41.775803898,-87.67471644
1031,16,12,10,0,41.775783735,-87.67631006
1032,5,12,5,0,41.769641155,-87.58301898
1033,5,12,4,0,41.768021529,-87.58275334
1034,5,12,6,0,41.768039784,-87.58121428
1035,5,12,15,0,41.767895369,-87.57894727
1036,5,12,7,0,41.766301709,-87.58119755
1037,5,12,5,0,41.775769881,-87.57634735
1038,16,12,20,0,41.777381831,-87.67765975
1039,16,12,35,0,41.777397518,-87.67643964
1040,16,12,18,0,41.7774129,-87.67521733
1041,16,12,1,0,41.778043031,-87.67738017
1042,16,12,12,0,41.779192382,-87.67648516
1043,14,12,19,0,41.813484035,-87.70433311
1044,14,12,26,0,41.808047272,-87.70411882
1045,14,12,20,0,41.80618456,-87.7040662
1046,14,12,2,0,41.801013204,-87.69894792
1047,15,12,10,0,41.813884349,-87.69198445
1048,8,12,7,0,41.73675547,-87.59071029
1049,34,12,8,0,41.692073198,-87.66100306
1050,34,12,26,0,41.692070869,-87.65873986
1051,34,12,8,0,41.690336079,-87.65868551
1052,14,12,1,0,41.815101021,-87.72400523
1053,15,12,17,0,41.790242061,-87.68888457
1054,15,12,21,0,41.790198666,-87.69132366
1055,16,12,18,0,41.790116441,-87.69619979
1056,14,12,42,0,41.790031548,-87.70107906
1057,7,12,3,0,41.758877389,-87.56643176
1058,7,12,1,0,41.758925419,-87.56409328
1059,7,12,2,0,41.758941798,-87.56288014
1060,7,12,3,0,41.758437794,-87.55736046
1061,34,12,1,0,41.69244111,-87.62593607
1062,9,12,3,0,41.692543188,-87.61813446
1063,9,12,4,0,41.692581583,-87.61563915
1064,9,12,3,0,41.692675275,-87.60853244
1065,9,12,10,0,41.692887194,-87.60926867
1066,9,12,5,0,41.692885812,-87.60942392
1067,9,12,2,0,41.692801078,-87.61564503
1068,9,12,2,0,41.692762701,-87.61813894
1069,9,12,2,0,41.692715738,-87.62109944
1070,23,12,8,0,41.787970201,-87.70354447
1071,17,12,4,0,41.77709602,-87.70324076
1072,16,12,18,0,41.786393417,-87.68886236
1073,16,12,11,0,41.784568657,-87.68881314
1074,16,12,3,0,41.780917137,-87.68871698
1075,16,12,1,0,41.781047995,-87.69350908
1076,16,12,7,0,41.777241105,-87.68862472
1077,16,12,8,0,41.786313611,-87.69373918
1078,11,12,1,0,41.854314726,-87.64591377
1079,25,12,3,0,41.873754647,-87.64401639
1080,11,12,1,0,41.857205544,-87.64492465
1081,11,12,4,0,41.856464466,-87.64464092
1082,11,12,1,0,41.853243337,-87.64665809
1083,11,12,1,0,41.859803141,-87.64661065
1084,11,12,5,0,41.859931601,-87.6450207
1085,11,12,3,0,41.857833306,-87.64493594
1086,11,12,1,0,41.867849783,-87.6467739
1087,8,12,13,0,41.73843398,-87.60137817
1088,8,12,8,0,41.744336239,-87.60120947
1089,8,12,2,0,41.744293532,-87.60028692
1090,8,12,29,0,41.743938766,-87.60031469
1091,8,12,34,0,41.74226931,-87.60250808
1092,4,12,24,0,41.799567814,-87.59656239
1093,5,12,28,0,41.771421825,-87.58517557
1094,7,12,4,0,41.744602639,-87.56363494
1095,8,12,3,0,41.757023441,-87.57137655
1096,18,12,17,0,41.753952175,-87.67750279
1097,7,12,1,0,41.755425896,-87.56990266
1098,7,12,5,0,41.749739395,-87.56513367
1099,12,12,38,2,41.828757208,-87.66797301
1100,43,12,2,2,41.914838065,-87.64852622
1101,43,12,7,2,41.928972117,-87.65843313
1102,7,12,7,2,41.744410242,-87.56165554
1103,43,12,14,2,41.92902255,-87.65922956
1104,43,12,3,2,41.928480358,-87.64658033
1105,2,12,4,1,41.897861755,-87.67452012
1106,2,12,1,1,41.898598047,-87.67727614
1107,2,12,1,1,41.922852136,-87.66557718
1108,11,12,58,1,41.830295362,-87.64351496
1109,2,12,4,1,41.906124525,-87.63314493
1110,14,12,2,1,41.813015257,-87.73358499
1111,8,12,5,1,41.722153939,-87.60444774
1112,2,12,1,6,41.921672533,-87.66827727
1113,2,12,4,5,41.904113547,-87.66399779
1114,44,12,1,5,41.941302302,-87.64015044
1115,44,12,1,5,41.942589388,-87.64024995
1116,7,12,3,4,41.744305311,-87.57113334
1117,7,12,3,3,41.753656544,-87.5662103
1118,7,12,1,3,41.757040589,-87.5701438
1119,5,12,30,9,41.771835203,-87.58489433
1120,43,12,3,9,41.914713957,-87.64369996
1121,41,12,2,8,41.989632047,-87.79292869
1122,43,12,1,7,41.931070906,-87.64427637
1123,2,12,21,6,41.908437125,-87.67027005
1124,41,12,3,13,42.01428811,-87.80889699
1125,41,12,4,12,42.007767247,-87.8151966
